chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	13116	16817131	0.498882132620669	857	0.125009695149595	0.897533243156698	70488	1.03170453458313	2	1	1	-6.80758489854821
1	16840567	17231316	0.364188790408746	254	0.144429554206712	1.00730878412102	5537	0.958118286579471	4	3	1	-6.75541474902386
1	17231362	121483868	0.498920440141118	2607	0.120266522480118	0.948778549386782	240059	1.07326609195666	2	1	1	-6.79418778052656
1	142594685	144852249	0.286573212491131	87	0.139482552737048	0.964215521416607	3067	0.934175988359062	2	2	0	-6.75038705522722
1	144852321	145112287	0.498831436654453	152	0.098443097243591	0.808643233703359	1944	0.689401099604982	2	1	1	-6.7453817750333
1	145112701	145352641	0.322293348568956	64	0.159550907435502	1.13229308435721	1842	1.05527458084209	2	2	0	-6.73923598699754
1	145353936	162367071	0.498878953161164	882	0.13375106739796	0.899466902794163	95073	1.55671867788284	2	1	1	-6.76485224664558
1	162367235	162435933	0.0744509512934693	9	0.198354340624158	1.42325065224548	217	1.54655223624135	16	16	0	-6.74936094083666
1	162737116	249144938	0.498915693501726	2242	0.12250274532209	1.02757936330964	174649	1.13515477719465	2	1	1	-6.81727128137631
2	224919	10282147	0.48033602992661	153	0.124881770024084	1.0936213372558	10524	1.58693156514407	2	1	1	-6.77587168971332
2	10539379	10539541	0.0722789893834868	11	0.0911022402678342	14.6783634851891	58	8.14503476438665	19	19	0	-6.73310537732794
2	10560267	92163048	0.498898530177288	1628	0.127842487325478	0.973548836722018	134147	1.1421207868352	2	1	1	-6.73544275550416
2	95482919	241528968	0.498918892113498	3178	0.121084350221719	0.982962358693183	266666	1.10651900182286	2	1	1	-6.7332789721848
2	241529079	242839614	0.498815140280441	151	0.152278023878337	0.772013195497651	8984	0.906655688372824	0	0	0	-6.78683082171568
3	361508	90283951	0.498910100067755	1602	0.119960057768204	0.911794631747108	159177	1.06742869362852	2	1	1	-6.97842662700591
3	93593119	125678397	0.498891559273466	655	0.103460317037426	0.982015421959581	48101	1.14577878484757	2	1	1	-6.73310606434955
3	125678828	197942225	0.498911220090198	1685	0.118310943434352	0.990396239467368	119112	1.10986824144809	2	1	1	-6.73606598220427
4	60303	10089865	0.4988762968735	660	0.138931139411356	1.17087989905579	41234	1.21824665736938	4	2	2	-6.81766453847746
4	10094671	49562795	0.498886139857723	492	0.114288956326605	1.06246169521925	36227	1.57454804619147	2	1	1	-6.79278372130807
4	52884239	190906060	0.498910329052171	1908	0.120240777457619	1.00747320856933	151832	1.33565425444079	2	1	1	-6.76503517719781
5	162866	1814369	0.498817282333495	189	0.129139662394894	0.799591493931321	8577	0.673205451012495	2	1	1	-6.82340505928141
5	1878021	44809162	0.496598011236192	589	0.118979517840452	1.05502765092216	43275	1.45634477647537	2	1	1	-6.79656505850041
5	49437274	180710261	0.498917148003438	2221	0.115151068188598	1.03518309456226	208881	1.19859502357399	2	1	1	-6.8857081262412
6	292833	32441276	0.498891059037692	1128	0.124359959029093	0.963911936320995	77991	1.04871635233367	2	1	1	-6.73868750277966
6	32441396	32546758	0.277744849757737	127	0.143374804561949	0.516326453964877	237	0.396440734252763	2	2	0	-6.92468711753882
6	32546802	33053740	0.498746932427857	432	0.139264423042772	0.865639972574553	3340	0.672632883688267	2	1	1	-6.74363547229848
6	33053772	33053890	0.0672519725930846	9	0.0881917103688197	0.159278961763836	11	0.05380030415595	17	17	0	-6.98229845704258
6	33053902	44117727	0.498883080244948	541	0.110175603344206	0.91126990229747	46699	1.14901469930601	2	1	1	-6.76053966298798
6	44121214	44200953	0.48925604751946	9	0.204860589453196	0.939607321471108	938	0.728406547713003	2	1	1	-6.73484965327733
6	44216483	58447068	0.49887691106352	264	0.114020840840544	0.993673859942748	22390	0.872979046778492	2	1	1	-6.73484245893346
6	58776517	58778809	0.498087240234245	12	0.132223954873632	4.18169579364169	386	1.35516666170024	20	10	10	-6.73315628217379
6	62887031	170949288	0.498910280034226	1615	0.118826787378027	0.981426991061009	132806	1.14582301872242	2	1	1	-6.73308083042431
7	31439	57927936	0.496664656041735	1427	0.12405708870075	1.07618367927613	101952	1.19436730433158	2	1	1	-6.93399259823999
7	62753079	100639177	0.49889457978161	959	0.12474745708852	1.24132562154445	96333	1.26794857085776	4	2	2	-6.83833127241666
7	100639418	100647652	0.196191391311872	10	0.13729530217746	1.00359301669342	1844	2.21868357414486	5	5	0	-6.73326470556614
7	100647659	101917521	0.498877420385763	118	0.078892423963822	0.923065130773006	9772	0.799969205704378	2	1	1	-6.73760620735293
7	101925065	102553850	0.498720830970258	59	0.189043178144056	0.963259840629338	3267	0.984904843940955	2	1	1	-6.73319131083203
7	102572433	159026164	0.498887346339722	1149	0.124389712624475	0.992219337387937	101780	1.2456934528555	2	1	1	-6.73574232112552
8	196121	41555740	0.47905368997655	940	0.113883229205109	0.984216513847857	67660	1.77654444628612	2	1	1	-6.75332761286374
8	41558898	42614378	0.49844528352681	22	0.17242734212325	0.956686975075066	3588	0.803899013926623	2	1	1	-6.73371149719799
8	42620001	43831571	0.0934485143648744	9	0.131393281580317	1.36390475063147	2526	3.43991438214245	12	12	0	-6.7723584267375
8	46842301	46854319	0.489997028914814	13	0.175141847274336	4.82523234297248	261	4.76533119175454	20	10	10	-6.73498986661011
8	48033794	146115367	0.498906305176899	1355	0.118208069994684	1.07217547351068	125612	1.35906762712691	2	1	1	-6.97305591802345
9	13061	39133168	0.498889693216493	691	0.12249984719657	0.985655984544638	60519	1.1828197950236	2	1	1	-6.73340589707104
9	39140354	46918317	0.335967067949674	64	0.135009097283133	0.825462442306406	3471	0.743500266729451	1	1	0	-6.81614085058248
9	65602895	70937618	0.356645517483112	121	0.127170905157026	0.938091154315424	3416	1.82798068200989	1	1	0	-6.78431835684599
9	70938888	141070981	0.498909953816505	2164	0.118520572453029	0.932875605361675	176603	1.04908896381795	2	1	1	-6.82948862667326
10	93603	5682878	0.498727403371306	106	0.145541043139368	1.09315653602006	6621	1.757237628182	2	1	1	-6.74570049672201
10	5690435	39023790	0.498893467138985	799	0.112220389895761	1.08739330455702	51848	1.20459283521775	2	1	1	-6.8749035540073
10	42608040	45870020	0.498784880924897	110	0.109174717459876	0.93824817424886	6283	0.861564586106365	2	1	1	-6.73840988208321
10	45877899	78646536	0.498887467295244	762	0.12969430400032	0.938269120282691	57919	0.980366008597615	2	1	1	-6.773954669043
10	78673640	135440203	0.302625608436412	1464	0.118623275137037	0.938615880006853	117507	1.31815142007853	2	2	0	-6.77389405792873
11	134723	47500348	0.498911101876428	1676	0.111194934250234	0.942231993566125	109784	1.04398740772632	2	1	1	-6.77585028464986
11	47504935	51527637	0.498801413588135	158	0.107338959475285	1.01292691150406	9124	1.49198823349419	2	1	1	-6.73419433430147
11	55029939	132896471	0.498915677995998	2071	0.116217993658782	0.91659363503013	207233	1.01894063878283	2	1	1	-6.93557163892615
11	133712110	134243802	0.225581978596834	44	0.163360332726975	0.793082268681307	2690	0.834362258258997	3	3	0	-6.82815522978827
12	73896	33049781	0.498899236608943	1079	0.127702187168046	0.953874789803164	76514	0.991132446223662	2	1	1	-6.74923094108929
12	38472673	113607502	0.492397813403544	1912	0.121692190746899	0.938692382179868	178382	1.07449715452687	2	1	1	-6.81139229617823
12	113706847	114392755	0.498503107440337	50	0.181903007346313	0.746803763409325	1924	0.957758102870247	0	0	0	-6.75185572871263
12	114393028	133810703	0.498887782286414	599	0.120538876116315	0.982993399430722	53854	1.01496191840783	2	1	1	-6.73311384572866
13	19043306	46961300	0.498867974288116	688	0.112202298965221	1.03064865467271	48601	1.40863742452497	2	1	1	-6.75333295646466
13	47033515	47079657	0.144082139143604	12	0.173670447233904	0.573782591935341	81	0.31242045851902	5	5	0	-7.05385230721823
13	47111263	115064542	0.498892550231248	771	0.123238908485473	1.04478626386634	58102	1.35148397086473	2	1	1	-6.81950518944919
14	19118067	20404614	0.348765964960694	69	0.140853115586781	0.728166887752218	2731	0.714090681906352	1	1	0	-6.77929179887786
14	20404735	105196230	0.498914335418263	1877	0.120776082521634	1.01327926802927	169398	1.23970373018825	2	1	1	-6.76689873486808
14	105201613	105225620	0.0028751797649102	10	0.223324900338299	0.486108151724492	282	0.339601599762379	10	10	0	-7.21536670173723
14	105225979	107281194	0.498883144290799	138	0.0981701599395124	0.696538537564584	9199	1.15776303886544	0	0	0	-6.74989268071576
15	20087613	102516492	0.49890076977615	2484	0.132826165762446	1.02185961005026	213726	1.08273497095101	2	1	1	-6.80143713302221
16	66484	31987859	0.494531099769967	1350	0.127306388896091	0.955693061352591	139012	0.986803025809861	2	1	1	-6.74787211296562
16	31987931	34713909	0.30030433301565	222	0.1218026399004	1.17332132674246	4960	1.80893251423139	2	2	0	-6.75274859228791
16	46386658	46408072	0.492417045602466	57	0.119374513343889	2.6243840674033	2114	1.30019976182096	10	5	5	-6.73547666471673
16	46408609	90239854	0.498903719393981	1595	0.12413654570925	0.934403489838185	117642	1.06720515976369	2	1	1	-6.78797786230445
17	63824	22261620	0.498898934041988	1318	0.123664289738593	0.895742100623659	108266	0.95787994008485	2	1	1	-6.85154838656818
17	25628820	27455736	0.498773495839372	145	0.164073789877921	0.788780179277416	12636	0.739302628330035	2	1	1	-6.82723451901831
17	27456255	81052423	0.498913777002426	2410	0.12412265717163	0.903047795936119	226173	1.0132853171935	2	1	1	-6.9420044360797
18	12716	108497	0.26444008674393	21	0.155440954951359	0.876563176447374	359	3.74440222736404	3	3	0	-6.73375160431085
18	158915	15005785	0.498858015209391	514	0.114475150905146	1.08312112254528	30276	1.13509523198828	2	1	1	-6.79970917543859
18	18983766	77894844	0.498895012335531	849	0.113968597175657	1.0631076413901	65626	1.53629085685496	2	1	1	-6.82757018283561
19	290947	326322	0.17008504713486	14	0.151878873803081	0.924015851402473	328	0.782388616851719	6	6	0	-6.7475166836746
19	326326	7688798	0.498896645877818	906	0.12536824365355	1.20434033638513	76292	1.1457310348224	4	2	2	-6.77901692601426
19	7702218	7794526	0.498461616664883	36	0.175770467208963	1.13618208779067	926	1.22298421095211	2	1	1	-6.73387070425806
19	7796235	19976988	0.498904255077258	1115	0.119114153572703	1.04004295500626	121718	0.963137727299303	2	1	1	-6.75958022408847
19	19982031	24015602	0.498836295432409	133	0.101161698962497	2.36181883160201	46409	1.13602419259861	10	5	5	-6.73706852708268
19	30018369	54724443	0.498907120675209	1909	0.117076438040835	1.01904540094343	208924	0.92002690271849	2	1	1	-6.75790717085878
19	54724457	54756142	0.243956036680434	66	0.159306951810349	0.365754591325902	507	0.468191849709433	3	3	0	-6.85415613184908
19	54756246	59074653	0.498893589739956	665	0.115165424390693	1.08235686426458	48998	1.0068554263677	2	1	1	-6.75753340188264
20	126529	25900379	0.485520424603162	606	0.121281842590598	1.00077267126352	44175	1.29471077434687	2	1	1	-6.74512401873903
20	29449321	62871618	0.498898186117734	964	0.123860651044402	0.959120853586578	98196	1.07502137510369	2	1	1	-6.74214415874923
21	9590334	11181645	0.324688642292809	146	0.125034018422476	1.0192451357932	2434	1.31427628237339	2	2	0	-6.74209374691675
21	14410455	41118353	0.49885061908017	412	0.118163673518554	1.08721286111526	33374	1.25645845364373	2	1	1	-6.83783896494069
21	41137362	48080896	0.498863940869463	543	0.141709989030687	0.90260753597279	28579	0.928079396292629	2	1	1	-6.7666880080915
22	16123469	47083235	0.498894865536802	1788	0.134897791927014	0.999647746883857	122041	1.12146108499962	2	1	1	-6.73812609657298
22	47087283	47775118	0.239692995575562	17	0.151449151824087	0.642821816801307	624	0.555724922146602	2	2	0	-7.08971064775654
22	48972117	51237063	0.49885337484677	212	0.118876495149334	0.977061528987242	12745	1.1161746702586	2	1	1	-6.73310612444633
X	224593	57515439	0.49433776543441	582	0.125203078679403	1.02619505022438	92348	1.22143421145679	2	1	1	-6.77998481476458
X	61691738	150841144	0.485329842548878	618	0.127091035838633	0.946641595645005	101146	1.22967512517544	2	1	1	-6.78644342676087
X	150841225	155254781	0.498783113917494	198	0.12580616601125	0.805427455263051	18757	0.807448025388887	2	1	1	-6.88750738752222
