chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14522	69761	0.289340266204581	11	0.0939845248383526	0.573449391431735	182	0.386679806574926	5	5	0	-6.88433459391529
1	138156	12898739	0.498902417498067	767	0.0967946261529954	1.06226839196108	78171	0.657956988167588	4	2	2	-6.82620635254548
1	12898763	13123783	0.498300887558221	26	0.170723329936524	0.498749529732232	870	0.257566108447697	0	0	0	-7.07787043900743
1	13123802	16893884	0.498838865579326	184	0.105253058030427	0.929482317419954	14669	1.18698164048337	2	1	1	-6.73405320316305
1	16893991	17275072	0.327357643614293	174	0.124133745070943	0.847652018344846	5078	0.552746917791185	4	4	0	-6.80050739572242
1	17413121	120935661	0.496791505071105	2236	0.102442412933157	0.922547456091024	263920	0.583037050477611	2	1	1	-6.91316788334585
1	142713152	149261248	0.421961017068038	418	0.123557474444587	0.942327923752063	15395	1.04897629137911	2	2	0	-6.75232656440242
1	149262467	149885583	0.498315588934837	33	0.153786581014079	0.904075978532127	2333	0.616636360953324	2	1	1	-6.73576405497779
1	149906413	201181920	0.498922497394888	1298	0.10063981882541	0.898451674976666	158189	0.555690927568007	2	1	1	-7.05382011705295
1	201182779	207273439	0.498862804110164	278	0.113766021891685	0.816288513222986	27742	0.505395998700271	0	0	0	-6.80034892847346
1	207288897	248814126	0.498919740163686	1179	0.0887148968570973	0.988727214227362	96351	0.569734213953579	2	1	1	-6.83892738913206
2	224919	86684086	0.498920550423957	1331	0.101641920951333	0.962085751846463	152399	0.584503627248931	2	1	1	-6.74867793938414
2	86772012	92080314	0.331153947607863	152	0.127708097900767	0.974362383064188	7546	0.608485470194264	3	3	0	-6.81645917391289
2	95481396	152425306	0.498912969909685	1004	0.100741519373472	0.934116815021762	104977	0.57706376775148	2	1	1	-6.77130783872772
2	152436106	152522967	0.497890410481427	9	0.150144744977786	0.82342209039948	1286	0.430183422661035	0	0	0	-6.73484582151051
2	152992237	243031377	0.49893224399108	2179	0.0928486918556481	0.974536789985294	203390	0.579195053707972	2	1	1	-6.81712323794123
3	361660	89521668	0.498925463411465	1708	0.0954107837434532	0.875761046744283	177817	0.56879036517525	1	1	0	-6.99798027219656
3	93593119	195495916	0.498917848358111	1784	0.10166163147011	0.960278655408171	170609	0.556810482178161	2	1	1	-6.74653169943304
3	195505822	195510655	0.201366347019489	16	0.133596391543085	1.13440357714543	429	1.11024022265595	12	12	0	-6.73372425405457
3	195510749	197942151	0.498813685009066	121	0.121530125277078	0.989036176406329	11406	0.547605367883302	2	1	1	-6.74001907041584
4	331658	49553059	0.498919330209172	898	0.100594739088108	1.09620602172153	88236	0.65326354202894	4	2	2	-6.85092922054999
4	52710913	190906025	0.468951282625737	1639	0.0908608404528949	1.00409415996226	163713	0.553571471248933	3	2	1	-7.19946859519054
5	161702	43704542	0.498915977218112	716	0.0963710662088712	1.01795427179137	57501	0.595542923873546	3	2	1	-6.91775012732712
