chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14574	16817131	0.498904639290628	736	0.0883615250950611	0.923958822752644	69242	0.321645511895629	1	1	0	-7.33189096727583
1	16840730	17280578	0.358998244610734	169	0.101464211044346	0.897614081751229	5217	0.315128096289297	2	2	0	-6.77878172963645
1	17281003	101377845	0.484004616086727	1993	0.0771783642924794	1.03696172059303	188273	0.332883557441982	2	1	1	-6.99498137272095
1	103573532	106435868	0.140540329460575	9	0.107007528291757	0.746477951997685	644	0.329007222329373	1	1	0	-9.78858752119067
1	106436042	121483868	0.496663070467784	332	0.0822546291039419	1.05342679562536	36304	0.326383370878085	2	1	1	-6.86016920164192
1	142810509	149701123	0.3660696971824	397	0.107047105425324	1.06116869887725	13973	0.379715483780167	2	2	0	-6.79471612137578
1	149762961	249211619	0.498941474470103	2555	0.0806462361538768	1.06161429218066	244578	0.349289755026991	2	1	1	-7.64679618076986
2	224919	86509388	0.498931827675088	1206	0.0736224338573337	1.04880510270234	125456	0.346772138115805	2	1	1	-7.20858584196468
2	86708944	92075726	0.498755363722879	120	0.108392648812208	1.03982961593715	6077	0.407466913429235	2	1	1	-6.74618861592949
2	95542281	130763669	0.498900046494356	607	0.0781242556328412	0.963668400156431	59734	0.328374515306747	2	1	1	-7.188114860122
2	130807680	130873064	0.356891073159436	9	0.15410061648157	0.606039792275788	296	0.193662488637495	1	1	0	-6.99226545484062
2	130877752	242839363	0.490411367160486	1692	0.075640041354825	0.987961133046301	182215	0.344726013476783	2	1	1	-7.08100041133899
3	386247	90276661	0.498924672589589	1213	0.0804221818511406	1.00288674177395	159135	0.334120841844875	2	1	1	-6.78275873783713
3	93593119	195245805	0.4731617644425	1405	0.0866181633854294	1.0472099361439	136899	0.358002706492057	2	1	1	-7.27000699646291
3	195341754	195515340	0.498585805264458	71	0.118147605733009	0.91651383963099	2318	0.293828769664153	2	1	1	-6.7452122142888
3	195515387	197894713	0.498984655886126	141	0.0965614145932381	1.02297665741138	8193	0.33363801077311	2	1	1	-6.73429194774736
4	53618	49553059	0.498916598389491	982	0.0794911393750559	0.962119230425727	66848	0.334817428327047	2	1	1	-7.36836351186924
4	52710004	190906025	0.498907877959583	1401	0.0857589768759863	1.03997380960398	124363	0.42135073421988	2	1	1	-7.0363180020215
5	163769	834075	0.493987328237204	106	0.0712162115466836	0.864584113520738	3589	0.294084032041759	0	0	0	-6.83032844736964
5	837447	848578	0.309593274526606	14	0.122798593255357	0.715157301934055	473	0.156335555084233	3	3	0	-6.80556355296004
5	865411	44310492	0.498897179742851	470	0.0736620644045586	1.02644084996456	40102	0.359571498683315	2	1	1	-6.76724264536292
5	49410189	180710261	0.498932726923998	1813	0.0846401754269289	0.983218604982084	187903	0.348902724318761	2	1	1	-7.26486825048225
6	335251	29894456	0.498902823449316	541	0.0789817299856578	1.08912665412265	43159	0.367451473088665	3	2	1	-7.33506481786398
6	29894676	29944824	0.351496523457309	98	0.0996561567024008	0.943640884583667	314	0.264816139918195	2	2	0	-6.75580975633764
6	29974346	31237354	0.498848735610813	156	0.0614561606140455	1.1714220170794	12343	0.349763580135696	4	2	2	-6.77865891911882
6	31237405	32411726	0.498846958436592	276	0.0998909130298089	1.10804995541436	18795	0.339705246490246	2	1	1	-6.78166888367104
6	32489556	32610283	0.479755489858844	114	0.114022565976797	1.54301203648131	321	0.725082608007239	9	5	4	-6.74884443527301
6	32610445	58778809	0.498913368243236	944	0.0786816653581472	1.08443129719143	76084	0.350525611228115	2	1	1	-7.272455400305
6	62390916	170949288	0.498919646621783	1273	0.0781941195506463	1.03837248481275	114500	0.351181772337326	2	1	1	-7.03673968933968
7	31273	56149410	0.496755999719876	1030	0.0831464132208626	0.998970999397809	82979	0.376594575411175	2	1	1	-6.78070181677857
7	56150052	57928143	0.498565360786849	38	0.111864325464028	0.886168122780695	2367	0.340741073321326	2	1	1	-6.89352914726497
