chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14522	665058	0.287413288226396	15	0.121010625271384	1.15550755557065	299	0.815466401184086	2	2	0	-6.83600735983788
1	808631	12639168	0.498887714446315	441	0.115292099032679	0.956122060196993	40425	0.993214926378896	2	1	1	-6.74747604093781
1	12639596	13718602	0.393528054319902	52	0.159397426556266	0.594849741174705	1238	0.715140097508738	1	1	0	-6.90374349507116
1	13802224	16383581	0.498892619295589	175	0.0963618317969195	1.09916549644531	6775	1.49714859180347	2	1	1	-6.7392924976597
1	16384784	17265327	0.498655958879488	218	0.13946573266911	1.07665314847642	5051	7.90501056516342	2	1	1	-6.73313168595779
1	17270498	121483868	0.498915637060697	2067	0.113019069087158	1.04959062356606	161427	1.24998435660449	2	1	1	-6.82575813635332
1	143744160	247149996	0.319831769094119	2537	0.107598958783569	1.6983632762182	217674	2.49036523284389	5	4	1	-6.83245305142853
1	247150740	248814126	0.337529341091077	99	0.124531373877338	0.817620421783087	3254	2.12134038383961	1	1	0	-6.74197861558928
2	224970	92075726	0.498899965732227	1243	0.126008660219786	1.08947128143689	95453	1.37536318522161	2	1	1	-6.94017533232076
2	95481396	243037004	0.498913024120214	2488	0.122455615413399	0.948680766137332	168999	2.53820123628497	2	1	1	-6.77084080994778
3	1320271	90276661	0.49890975992663	1418	0.118610297765704	1.03270532929628	111818	3.01276763513181	2	1	1	-6.73920056095985
3	93593119	197896800	0.498894798864602	1838	0.124740584632604	1.00830492440746	105175	1.35187591638701	2	1	1	-6.73547286383292
4	264941	9155572	0.49888546959445	480	0.117113145868779	0.844744370175146	23905	0.542651405040874	2	1	1	-7.20844706398037
4	9157398	9390760	0.498316696848439	16	0.207074543743712	0.483197528180621	218	1.14933130000666	0	0	0	-6.73307418003462
4	9405073	48611929	0.49887231164566	372	0.111085558355942	1.05889392075414	22592	1.53357147575156	2	1	1	-6.76577753700333
4	52710004	71468249	0.498795054651511	256	0.133029402755741	0.872646520771006	11123	0.812975812701274	2	1	1	-7.03312586798616
4	71468396	190947451	0.498885084061029	1242	0.124658094478389	1.03493056031575	79834	1.25292591999294	2	1	1	-6.78672934658411
5	163266	44809162	0.498859800290888	543	0.115039506568826	0.889041806088692	31198	1.72144476084574	2	1	1	-6.85539562064453
5	49695048	140056775	0.498884760191699	973	0.128625983564926	1.06431077514862	69460	1.07760361969848	2	1	1	-6.90970460693456
5	140186937	140769103	0.498805378328249	47	0.110650022060792	0.277529720340684	4602	0.340465085063155	0	0	0	-7.52337749953438
5	140858245	180710261	0.494454587705406	724	0.112982148502974	0.965884240684715	52427	1.13169777587182	2	1	1	-6.75676248812953
6	311938	31002616	0.498902732256517	748	0.11217173912632	1.21936007248204	37398	2.35295151684394	2	1	1	-6.86126151131578
6	31083729	31946837	0.49889980987984	225	0.0790113192614107	1.44228858198338	10237	1.79968422637917	4	2	2	-6.73358476588318
6	31947086	32629297	0.498773025083223	242	0.121711817575364	1.27232913105145	5176	0.967353879732177	4	2	2	-6.74688165450903
6	32629314	32629639	0.234324757329889	9	0.130192272342785	0.232019816236726	12	0.198724264581186	2	2	0	-6.74468862552826
6	32629802	58778584	0.498882864236115	859	0.118282147533574	1.1470353326317	53740	1.88526229468673	2	1	1	-6.81513710335245
6	62284240	170949288	0.49890062235061	1288	0.126585828298514	1.02598902567221	83243	2.0154459916887	2	1	1	-6.74370131046267
7	20987	57529392	0.498893702502812	1171	0.12069949407017	0.985227445441794	60909	1.42938881877045	2	1	1	-6.73677046968248
7	62693480	100634964	0.498879521862731	692	0.123120722812692	0.974298327286117	50309	1.56044155290036	2	1	1	-6.73936458370681
7	100635375	100647819	0.309247417443579	18	0.169085854357456	0.193669365871686	406	0.112270432235687	1	1	0	-7.64865962499922
7	100647920	158902741	0.498891022989815	1030	0.121430385581463	0.964443016628625	70507	1.95428021485913	2	1	1	-6.74498859924813
8	196274	8090584	0.498784995119117	206	0.135027681009793	0.745079029160654	4962	0.65125107468456	2	1	1	-7.57082762507662
8	8643582	11891905	0.498853624066745	109	0.0895266187254637	0.973678796445592	3804	0.694542950981106	2	1	1	-6.73598074335672
8	11952683	12291415	0.356063300035063	64	0.146870346093103	0.417190429742639	708	0.498296701840772	1	1	0	-7.01831129123704
8	12293383	43828074	0.498881979663703	520	0.112045603431847	1.03317821310448	36842	0.822843488896811	2	1	1	-6.76288746601884
8	46842217	146115843	0.498908427511766	1243	0.120773827902469	0.990689415717163	80081	1.90774983555563	2	1	1	-6.73448123754063
9	14685	162405	0.498359132098575	26	0.163833635130275	0.427519967080833	329	1.06934213093059	0	0	0	-6.73412712139507
