chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14522	664271	0.246868447782919	10	0.152528904364605	2.51827551907355	277	1.52725099767491	10	8	2	-6.73678148805377
1	668374	16840786	0.498915239753014	738	0.087769423507455	0.986741517379911	68574	0.438495654956072	2	1	1	-6.73910509403947
1	16875187	17280578	0.338751676545905	202	0.105946627354953	0.975709794046281	4590	0.594153532232817	1	1	0	-6.78688312075516
1	17287414	121483868	0.498930220349612	1948	0.0883965604826237	1.02400355942097	205137	0.415079533002552	2	1	1	-7.46955189436637
1	142810409	145311239	0.334089605833557	216	0.101082420788287	1.1877654344565	4442	1.56361393172842	4	3	1	-6.75821056142566
1	145313163	248569369	0.339054633851752	2449	0.0897803808685325	1.51034177945815	287722	0.669412268941089	4	3	1	-6.92525945163164
1	248604365	249110906	0.260085061913286	39	0.120565004781104	1.27293276482814	1029	0.561781527540172	2	2	0	-6.80125564152596
2	224919	92075726	0.498909097962691	1340	0.0915417512436177	1.02035763093816	118636	0.454415005359812	2	1	1	-7.21777743264468
2	95481396	242841475	0.49891953680173	2407	0.0997954255861884	0.936810955406755	214097	0.438268172049836	2	1	1	-7.42246251060207
3	1262474	90276661	0.498919857317537	1138	0.085528615761181	0.992451571623867	144248	0.388371920623075	2	1	1	-6.82988159848208
3	93593119	194063300	0.498913148016417	1483	0.0869386359036953	0.990479736838905	117986	0.421772404424393	2	1	1	-6.80523441111996
3	194149700	197581147	0.498736739560615	209	0.112887944365506	1.02418180952743	11409	0.597214351547703	2	1	1	-6.74645037592799
4	85526	49553059	0.498906718087465	821	0.090594346495165	0.943679883386817	61304	0.416242135164274	2	1	1	-6.92191173928684
4	52710101	72413281	0.498779591532084	184	0.124449124944507	0.922584345731513	15214	0.450328638653789	2	1	1	-6.91261204362777
4	72618323	190905664	0.498903174108259	1185	0.0990373460670819	0.950787569537155	91746	0.456600480177211	2	1	1	-6.9585089739451
5	163205	43704542	0.498882987361657	459	0.0870507010706806	0.942437865089157	39378	0.425037434348074	2	1	1	-6.90566076523753
5	49437255	140063167	0.498898465688571	975	0.0950823317664331	0.984225387818925	82412	0.443615444283286	2	1	1	-6.75227324702059
5	140080298	140725828	0.479221809778053	128	0.085923760712737	0.408527110682157	8162	0.290294352882553	0	0	0	-6.94222721291751
5	140751128	180710261	0.49891955954723	762	0.0865767335715581	0.977531714051518	73076	0.445032626481194	2	1	1	-6.73340175407276
6	312023	31134625	0.498901385025292	785	0.0851394324193218	1.05557706695188	48868	0.495012676081052	2	1	1	-7.16374863013417
6	31137837	32441202	0.49886520730603	375	0.0963632393426725	1.13140999802725	18252	0.469939578023437	2	1	1	-6.80939070833439
6	32441268	32610286	0.47417554741702	198	0.121888910704945	1.26013214220425	419	0.868328853374081	4	2	2	-6.76260388921447
6	32610330	32632974	0.411362542460991	40	0.040928925261689	1.00645861170144	117	0.469521313287272	3	2	1	-6.76911689493062
6	32632980	32727059	0.321230875485559	19	0.107919452311131	1.19675636347703	286	0.65997004519674	4	3	1	-6.74852406075212
6	32727082	58778809	0.479302507784562	708	0.0891305819019445	1.08925148966817	68837	0.449208318439277	2	1	1	-7.57738467482477
6	62390916	170893241	0.498907996490391	1347	0.0935131297837582	0.955761927289932	99586	0.395366281330806	2	1	1	-6.91145480674142
7	31439	944910	0.498863545064982	78	0.077150703834969	1.01706681040981	2821	0.391932095350817	2	1	1	-6.73919982351667
7	945194	1012948	0.247165160102277	9	0.164596307505498	1.30135554251611	288	4.18027259609109	6	5	1	-6.734029720629
7	1015021	57928143	0.498905377311215	1049	0.0885509118328044	0.978028168570905	76355	0.408921680391413	2	1	1	-6.73395851278991
7	61822104	63225624	0.362501575003952	50	0.138011654343732	0.959208330856388	1113	1.02003653501646	1	1	0	-6.80799981698055
7	63225803	158902546	0.498920351545618	1606	0.0946576434106127	0.995088995393296	160318	0.46366180954167	2	1	1	-6.83114384533498
8	193622	7001381	0.498844699061751	118	0.0955928094775739	0.922910416078274	5756	0.341636220915103	2	1	1	-6.84083740416929
8	7138139	7792059	0.295854640566696	32	0.0954826238203208	0.560738699201975	735	0.387623715830251	1	1	0	-7.03522726655047
8	8090584	11891905	0.474292498565862	150	0.0934710578613408	0.952302063106238	6022	0.348209694703599	2	1	1	-6.78946618814272
8	11892052	12147516	0.337136533658726	35	0.125263567506829	0.555235330367613	800	0.359817228939293	1	1	0	-6.82644893138326
8	12203305	43827959	0.498886715488279	498	0.0921226895676268	1.02718663924186	47661	0.43577354278282	2	1	1	-6.98297642743122
8	46841570	46854370	0.49814988281259	14	0.156898721445424	2.66885182129094	349	3.60982131093736	10	5	5	-6.73311685656752
