chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14590	877308	0.498316350319072	14	0.167421623454081	0.841723425803846	934	1.45493444892413	2	1	1	-6.73763983637235
1	884091	5948677	0.498907760110213	323	0.0966329605351347	1.28798051601683	43992	1.35163275185017	4	2	2	-6.84281967398482
1	5964991	16847850	0.498895348192663	626	0.0866618330707475	0.889718965868835	48239	0.974544055019995	2	1	1	-6.77789680096589
1	16865423	17280578	0.329433947355752	264	0.107623185033673	1.27785780661246	9054	1.25701817397645	3	2	1	-6.80276394228529
1	17295771	120612006	0.498925734978782	2553	0.0883878675947497	0.915635418750364	243519	1.10714131351849	2	1	1	-6.86827443524719
1	120612168	121483810	0.279704530751957	15	0.134728545425166	1.74353142066853	1280	2.19576032814525	4	3	1	-6.73610174010784
1	142594766	145311380	0.398689825736473	311	0.100392462001483	1.31925730727512	8503	1.34394147474742	3	2	1	-6.79484480438567
1	145312220	145368146	0.384019991140813	49	0.115664024945817	3.07056708817036	1795	2.89143435871375	8	5	3	-6.73313888052867
1	145368837	149263653	0.267506779320138	285	0.102781863623854	1.42491337703642	17011	1.56557251866032	4	3	1	-6.78294987438112
1	149290301	161696088	0.35285686118861	679	0.0883453034708298	1.11804199867718	99974	1.47198218703402	3	2	1	-6.83759096115389
1	161696782	200882916	0.36636571001944	815	0.0893627691914721	1.31483259273528	69555	1.60229918856907	3	2	1	-6.73305326371962
1	200882930	207139362	0.375397314184771	447	0.0927233569319896	1.18864196096159	33611	1.25614617049651	3	2	1	-6.7636856073228
1	207140440	249230964	0.361198792463162	1462	0.0924536904811294	1.39162099742465	109703	1.59672036656439	3	2	1	-6.76485271453592
2	264120	92309703	0.498912139343761	1696	0.093699978777941	0.988923895715126	147936	1.31261252069888	2	1	1	-6.75262631258638
2	95481396	108443782	0.498873563099352	388	0.0880330707117095	1.02930694109208	40116	1.18825985861908	2	1	1	-6.75612503516159
2	108443788	108445912	0.181493732546242	13	0.0685770201474786	1.64350264897888	95	1.04508611388839	18	15	3	-6.73563906245274
2	108446110	132384588	0.498886803317064	620	0.0967877319472904	0.928391291433718	43237	1.14925192638411	2	1	1	-6.74914269597365
2	132585843	203990956	0.498914661671555	1175	0.0787565643642574	0.983320085234543	104322	1.24484778280864	2	1	1	-6.74314139776051
2	204055455	204629991	0.267064022431453	13	0.136022386920645	0.877511708544384	1584	0.772070392423364	1	1	0	-6.90146978111168
2	204732714	242839363	0.481636431192145	1282	0.0838965578784074	0.981977660497538	96489	1.14380428919069	2	1	1	-6.76708806085483
3	447195	89448936	0.498921734764939	1858	0.0914231038882199	0.877565923276267	161450	1.07775424780883	2	1	1	-7.11981949880967
3	93593119	124732976	0.498893517583456	726	0.0818341465093284	0.933779659234394	43814	1.20269789582518	2	1	1	-6.74688758630946
3	124733649	129824168	0.4988293418351	179	0.10471064955659	0.878204661638436	18013	1.46466746545433	2	1	1	-6.74566480106547
3	129829755	194476401	0.498918590133518	1209	0.0899415608724664	0.989223575806699	89928	1.09123441253784	2	1	1	-6.75343488308006
3	194476459	195725157	0.498712513094942	200	0.121817972780958	0.82292636092878	6485	0.895074967166433	2	1	1	-6.75665662751569
3	195727391	197884212	0.499025373554722	140	0.0840828703441027	0.924204508566825	7699	1.08618944476973	2	1	1	-6.73513485098216
4	60345	48894981	0.498921272367042	1171	0.093939139004924	1.1494791514261	87176	1.18377589244307	2	1	1	-7.31448563701894
4	49236638	49562795	0.301169973163985	19	0.128157706209259	0.772442365343712	203	0.733820682011154	4	3	1	-6.94674403597435
4	52710121	190906142	0.49026098864554	1977	0.0824938479052841	0.994166730718933	149786	1.10085101574289	2	1	1	-6.80234583177365
5	162040	44809162	0.498898159524793	776	0.0859324367728739	1.0115952434269	54236	1.54890720234237	2	1	1	-6.7580915419617
5	49737127	149421502	0.498918398013373	1517	0.0867760465615357	1.16000441736861	156304	1.17007469338239	2	1	1	-7.93850702411369
5	149427543	149759096	0.498773830958194	45	0.126390548329654	0.554208985258615	2196	0.91195377792523	2	1	1	-6.80570951601942
5	149759464	180708698	0.498899524482986	851	0.0946439729736615	0.952488103231419	62453	1.2475059270965	2	1	1	-6.73507276190655
6	304890	29856917	0.49890698940408	716	0.0889472318617388	1.04107550323655	49336	1.42182383782617	2	1	1	-6.78349885894026
