chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14542	16817310	0.498921921279272	936	0.0771567747910456	0.78725795330796	58874	0.288571324245194	2	1	1	-7.10119071344605
1	16817677	17280139	0.360846240676799	181	0.0927428870260283	0.862922084323879	4692	0.27897513535112	3	3	0	-6.74655698279174
1	17280578	31886564	0.499037831367118	605	0.07749373508623	0.90615030264783	49753	0.304124175598407	3	2	1	-6.9371409399419
1	31887303	32045804	0.144942147645503	9	0.0989487802406432	0.964910482482175	358	0.694558991771329	17	17	0	-6.86146211350925
1	32045824	121483868	0.498932500574169	1502	0.0710972312324383	1.04768579768269	173038	0.358705292615561	5	3	2	-7.3283676168268
1	142713152	149906413	0.38568631921859	446	0.099809586638382	1.34978241341458	18774	0.472119092450603	8	6	2	-6.74281257350032
1	149907259	227964040	0.410715075486466	2018	0.0691198337846943	1.28915837251295	224743	0.424682962494259	7	5	2	-6.98493802632852
1	228033057	228682857	0.392781278832653	143	0.0748036492103933	0.930526772078512	7152	0.274331725761259	2	2	0	-6.80101308667537
1	228698190	249208027	0.385979133965622	455	0.08451528685713	1.33815253115904	42363	0.424631677231173	8	6	2	-6.7440296125995
2	264120	89103848	0.498931869961085	1325	0.0675789456403457	1.04421067435812	131825	0.350330354418505	5	3	2	-7.44774507449267
2	89104333	92076569	0.498624731181079	85	0.125104042974747	1.02018377341703	1410	0.33696646200074	4	2	2	-6.73937126516729
2	95513630	241500674	0.473502930475076	2349	0.0720435155379137	1.04124828825347	244494	0.357185750972741	5	3	2	-7.67014841394178
2	241512049	243064414	0.498884987821796	177	0.0741406784624758	0.765185882195327	9218	0.272263220475821	2	1	1	-6.82324265156681
3	391001	89521693	0.479742380701195	1333	0.069811807448862	0.977832082470831	153502	0.359338613146802	4	2	2	-6.9842467030616
3	93629507	197847604	0.49893570359841	1804	0.0788786984859401	1.08693044196969	155922	0.378383161590255	5	3	2	-6.86976881945203
4	60210	9388039	0.498911879882923	530	0.0774169424125018	0.811061934200118	30845	0.279654457501204	2	1	1	-6.7851843087641
4	9390760	49553059	0.498905002592333	391	0.0855366882171012	1.1274953838618	34491	0.361480760439962	6	3	3	-6.94078621834137
4	52710114	190947451	0.49040521345728	1627	0.0708974907317517	1.16139421628994	141944	0.385238720648873	6	3	3	-6.75541026694249
5	155137	2787582	0.498832103887778	107	0.0943027873070629	0.746179386354728	7774	0.260507967497525	1	1	0	-6.92685089819924
5	3276385	5200430	0.498541524140756	9	0.199778001791989	0.955117229650694	419	0.377458941768041	4	2	2	-6.75009494507181
5	5200525	44809162	0.49890939265414	395	0.0745841768376934	1.12894974017666	38176	0.366361218811152	6	3	3	-6.9184605565506
5	49698180	169021702	0.49893770913462	1488	0.0709046942508071	1.08975964560394	166605	0.355557372754769	5	3	2	-6.91526630245954
5	169025924	180710261	0.498894793715453	359	0.0767640921057607	0.895468544748883	31115	0.300747395498148	3	2	1	-6.96900435045488
6	311938	31947086	0.468615942610431	1117	0.0717447068349597	1.0815560241554	66597	0.336548380716618	5	3	2	-6.73931112470242
6	31962582	32017524	0.336197234920983	28	0.138354081442695	0.642216192637302	797	0.201435015301917	3	3	0	-6.85766885837139
6	32025870	32489525	0.499361703795788	76	0.0462918184579127	0.955148815430802	4261	0.309655134596918	4	2	2	-6.7392451452454
6	32489639	32632989	0.29598394086278	223	0.093160730061875	1.43976463761702	674	0.480205448303502	9	8	1	-6.73336814497692
6	32709204	33261871	0.49933783211447	106	0.056249466803902	1.1229005130327	6214	0.358636803582956	6	3	3	-6.73687835714043
6	33272541	45888073	0.499117664117185	456	0.0617669132403084	0.946667521986605	45972	0.297197079800356	4	2	2	-6.98006720120585
6	45888305	56708365	0.499228837484498	186	0.0491419700163522	1.20970799265789	17791	0.397598458471883	6	3	3	-6.78661783216355
6	56708510	57466922	0.498261848373208	11	0.150617456431246	1.09633337239587	1806	0.344501982361689	6	3	3	-6.74789405578891
6	57466958	58778967	0.406888575568156	24	0.0695016291123838	0.747091780453104	325	0.402892884819497	2	2	0	-6.79623862121015
6	63903003	167368879	0.498926552538867	1087	0.0693222587005255	1.14133288249347	119120	0.375929345680821	6	3	3	-6.9376388260115
6	167435788	168377219	0.417735172646106	33	0.105862430383336	1.13139481212918	2675	0.392885763410095	6	4	2	-6.74275526448514
6	168442687	170949288	0.453953411699736	68	0.0605860372565145	0.960756817403341	4500	0.347740471515286	3	2	1	-6.76041731603462
7	20860	7528880	0.498871941756251	361	0.0859012472807886	0.766819017048263	21218	0.263206992088988	1	1	0	-6.99655315647911
7	8043504	56881115	0.498912362020435	765	0.0842610362855221	1.0748339660677	59858	0.429424893089841	5	3	2	-6.85863395286658
7	56881154	56896121	0.238289747912906	29	0.122452051538994	0.533706295490829	164	0.241711645642868	8	8	0	-6.86467275692623
7	56896559	57217249	0.407061573213997	27	0.101749062869747	0.799839509215257	780	0.344990562219423	2	2	0	-6.73863683980708
7	62574236	76713093	0.4626406837568	289	0.100248545173005	0.84727215790296	24729	0.287583600743354	2	1	1	-6.84333697547438
7	76739215	97784061	0.498896359855608	198	0.0791353042258427	1.16921678069708	23733	0.387267611806798	6	3	3	-6.73355015401669
7	97801181	100639040	0.499136798365152	200	0.0570326784136531	0.857822226913949	22703	0.258939245769633	2	1	1	-6.75440422268637
7	100639049	100647676	0.291051651629993	20	0.0892020179143947	0.556744877102778	982	0.142650625958761	5	5	0	-6.86449181110971
7	100647819	158902741	0.498927939981009	1170	0.0764353561640394	1.02015040855948	99703	0.372745039975369	4	2	2	-6.83170260310546
8	191076	11778192	0.499124606589857	228	0.0754131935433996	1.02708811734306	14082	0.356104578872637	4	2	2	-6.77204063428785
8	11831788	12278750	0.309452095670993	40	0.0951088141996394	0.816946548941424	1397	0.221315427075485	4	4	0	-6.98646463487725
8	12280845	43827047	0.498910236181435	492	0.0823856076005284	1.03120054756166	51410	0.344633224430426	4	2	2	-6.87997401020085
