chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14522	17385	0.4982937961942	14	0.15095703849946	2.84868966813377	162	1.24732391314008	10	5	5	-6.73310653888887
1	138144	12837813	0.498931724155963	901	0.0708545964386079	0.893348343334273	59839	0.325834652714075	2	1	1	-7.25959715466065
1	12853217	13634886	0.33409351036357	66	0.0985566241229282	0.849192981349932	2324	0.246077643955317	1	1	0	-6.86599420157768
1	13802373	16382880	0.495246643994089	107	0.0746123810510107	0.950363148484435	9434	0.25081723709558	2	1	1	-6.7542544072699
1	16383069	16451886	0.313685151547214	15	0.126801231780107	0.891387269181611	207	0.306935364601806	1	1	0	-6.78628459070704
1	16458187	16892407	0.477016656152587	48	0.0791703881170853	0.948688824807827	2791	0.244847107611093	2	1	1	-6.78693719989232
1	16893033	17275072	0.305901701182697	162	0.103122534082049	0.928902238173517	5037	0.229546910323052	2	2	0	-6.83704584491038
1	17280578	120539331	0.498949143036754	2521	0.0685745768506228	0.985383128390619	235615	0.278246319859157	2	1	1	-6.79059694804268
1	120594223	121483868	0.396668804101708	15	0.174661168579406	1.06893509355206	1048	0.405916205281233	3	2	1	-6.78154123420121
1	142713009	249210924	0.343662007255811	3840	0.0811584890812921	1.45462585310109	342901	0.412209218859605	4	3	1	-6.79442712207758
2	44613	91800211	0.484091129727179	1629	0.0745247864328619	1.00936432635119	137138	0.292629502762901	2	1	1	-7.37434845446191
2	91800347	92162971	0.403694414790343	53	0.116602300649219	1.04387268813834	1264	0.291287590473937	3	2	1	-6.78644917791647
2	95481396	243031186	0.498949075523031	3195	0.0699342590014173	0.971208964936202	257440	0.293971772631592	2	1	1	-6.76954024047078
3	361508	90276703	0.488365702356615	1862	0.0739534821626795	0.972442517715723	168486	0.270596367614594	2	1	1	-6.76412694222476
3	93624784	195398271	0.498937413731331	1995	0.0736154073198014	1.00386330655684	143145	0.303498436372499	2	1	1	-7.18409913661521
3	195404649	195452689	0.498134043321456	9	0.166871041359621	0.99032359816114	260	0.419771583888587	2	1	1	-6.73313461568588
3	195452814	196538170	0.498815515341358	137	0.122353379627315	0.916075223165256	6009	0.267963402444419	2	1	1	-6.77048887421147
3	196541252	197894468	0.499114882600366	77	0.0658293325599652	1.01144665294581	4405	0.298256789518968	2	1	1	-6.74405658751919
4	331658	3943973	0.498904119507524	398	0.0619158963827347	0.894157721879584	22932	0.236581764198771	2	1	1	-7.02298915777866
4	3944111	3948290	0.207355937661736	11	0.0913628132029856	0.791601003359761	42	0.288573953830328	3	3	0	-6.74211877763342
4	3948333	20599796	0.477296216883209	418	0.0725656492830902	0.948114748656204	24398	0.269782127638218	2	1	1	-6.9126039620507
4	20619354	22422787	0.498350186827164	9	0.202156773596907	1.06078913929301	646	0.334966598264102	2	1	1	-6.79761097499463
4	22456381	48588823	0.498978581615334	305	0.0622516550018917	1.03366798972152	21278	0.316938546539918	2	1	1	-7.19191093670352
4	49323441	49553178	0.320457107994761	10	0.0895596635396389	0.840219004066632	78	0.342622481994637	1	1	0	-6.79901511411763
4	52710354	189660276	0.498932805084088	1821	0.0747456534608302	1.02028176450767	130376	0.318450541406946	2	1	1	-7.96301869018126
4	190662141	190906025	0.449901066093263	27	0.161671398291847	1.025470731549	297	0.314476914172932	2	1	1	-6.79356177086262
5	140532	653343	0.499283341153773	86	0.063841158905924	0.900420973273377	3522	0.258899132548335	2	1	1	-6.76355760517111
5	666014	801446	0.329610157528069	30	0.108949445199117	0.823822139852676	656	0.263291468215648	1	1	0	-6.75833468797294
5	814733	44310492	0.498926524920267	680	0.0803496371652309	0.999592265430267	42894	0.313585890144269	2	1	1	-6.86835318433581
5	49440780	173380346	0.498942672079758	2092	0.0745185450904936	0.995457702988483	172918	0.285675340727077	2	1	1	-7.03548598127502
5	173534257	175394181	0.499949205422884	9	0.158522869012644	1.06424496808341	936	0.317253230622795	2	1	1	-6.8130109132057
5	175530166	180710261	0.467300245478943	354	0.0697948928463143	0.919150279121479	26898	0.252639554837665	2	1	1	-7.03824329500109
6	292658	32489813	0.411743668490462	1438	0.076852407287773	1.22603531133757	87368	0.316376000411764	3	2	1	-6.78655272829455
6	32489930	32497988	0.147497644827532	14	0.0641952721548321	1.87347817885927	24	2.72637887996174	19	17	2	-6.73364375688479
6	32546758	58778967	0.400051927645745	1274	0.0750351388702027	1.21693023707143	88762	0.331381205984208	3	2	1	-6.7458213122512
6	62610992	170949012	0.4184936259007	1753	0.0803808999589719	1.2533252055994	136783	0.378068951268387	3	2	1	-7.34311293911429
