chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14653	1387764	0.499072965993548	150	0.0631101802769262	1.06451287888758	9970	0.553591880110656	2	1	1	-6.73316020371195
1	1387891	1534614	0.498729566457894	71	0.124985869623865	0.656442009943781	1824	0.354778117692453	0	0	0	-6.76331076207723
1	1558792	12837634	0.498904804976445	734	0.0834469761218512	1.02003244186928	44096	0.519931181932446	2	1	1	-6.77710907222252
1	12837840	13802224	0.372358256438315	49	0.109159980581458	0.425439289032853	1270	0.549440264425127	1	1	0	-7.90988003410277
1	13910417	16905978	0.498837115366834	192	0.0993260270955962	1.15453664963247	12302	1.12044577463556	2	1	1	-6.74267596034336
1	16908914	17264793	0.322101946829198	121	0.099891858193415	0.914261844778261	3023	3.3678287949117	7	6	1	-6.74583234085936
1	17264863	51873951	0.479508938648881	1397	0.082328910190073	1.03172235649252	123570	0.663637310708301	2	1	1	-6.81400127251618
1	52226480	52266242	0.497783753998479	9	0.228373050073777	1.51875364053369	402	1.44012220014371	6	3	3	-6.73310118189706
1	52290984	121307551	0.479304383670372	982	0.0913489483060025	1.07214980547035	106638	0.734912372109177	2	1	1	-6.7682880530804
1	142713152	145209752	0.498796348446791	176	0.106980002379374	1.19394622592178	3906	2.11471229885577	4	2	2	-6.73643664305892
1	145209819	145382445	0.253747704133025	35	0.132326639403403	1.66886417628167	1000	5.43448947824616	10	9	1	-6.7332665048397
1	145517063	147131501	0.4594181887656	55	0.0686418656790863	1.2498574943023	4586	1.10261995753793	5	3	2	-6.7516394834132
1	147597237	149701123	0.360311466393255	87	0.127181507274324	0.998850577619396	2728	2.58368206672507	2	2	0	-6.74812609254147
1	149858575	248814126	0.498926253438414	1780	0.094428940291499	1.06877786061638	245040	0.780718471835035	2	1	1	-6.73518087225754
2	1241502	16734284	0.498870449375283	143	0.076695528406893	1.13544948479473	16117	0.663487933879347	2	1	1	-6.82141459843569
2	16743453	17566634	0.497857537694955	9	0.216528353288381	1.24127714824468	79	2.66469929772382	4	2	2	-6.73334619426881
2	17998025	91809227	0.498912619672292	912	0.100954620229952	1.09473627533834	120009	1.07502980475036	2	1	1	-6.76430807345326
2	91809324	92102077	0.331383341371745	37	0.126882698659901	0.853734862960052	930	0.398884948371216	3	3	0	-6.85560016370481
2	95552783	130941820	0.498886841170239	553	0.091715090372174	1.00350223919419	60770	0.744005782022871	2	1	1	-6.86119344443115
2	130947887	132218542	0.331354385698026	44	0.136961090754089	0.839200089443291	3718	0.89583592232458	3	3	0	-6.84955863889995
2	132257753	242839614	0.498925690729188	1711	0.0874061094176963	1.04088670133193	190777	0.721817501116514	2	1	1	-6.7931912006112
3	1262474	90274805	0.498923694491182	1105	0.091259666302007	1.06085170306232	159803	0.740655951852043	2	1	1	-6.73389232929041
3	93645981	195343638	0.498920969985566	1359	0.0883173142435919	1.08838464710518	149290	0.800112099093721	2	1	1	-6.7822348250069
3	195343669	195453472	0.253163751408966	42	0.121136334823214	0.948947175879603	900	1.44134357840215	6	6	0	-6.74167716941881
3	195453562	197942127	0.498811906401235	102	0.125207716756871	0.950226818279741	10850	0.546848697421403	2	1	1	-6.79612312307881
4	85526	15709192	0.498894616117584	364	0.0922973128321944	0.958064532017617	40373	0.597181243347134	2	1	1	-7.0084599017756
4	15737863	20711281	0.0183822594818384	23	0.201592435079848	1.14156520573606	4458	1.00098038347413	5	5	0	-7.76331107685007
4	22595849	49553059	0.494415535335958	197	0.0973868398245584	1.12831693283835	24414	0.631401437878248	2	1	1	-6.87221092765415
4	52710913	190947451	0.498920163835408	1254	0.0888584304891264	1.08990062367347	144205	0.883350639541449	2	1	1	-6.79465712013192
