chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14522	16571	0.498494557078554	9	0.157625435059757	2.28185061503395	77	0.65997515151343	8	4	4	-6.73308545809387
1	138593	6550376	0.492025997540469	257	0.107461427423974	0.617573714698003	16418	0.28615428414015	0	0	0	-6.73701860751301
1	6551692	12854716	0.4991103825374	241	0.0587037949909094	0.930556406041662	18171	0.601568365058823	2	1	1	-6.86559532794873
1	12854842	13716742	0.319150012200134	124	0.0978051858530695	0.730061507013534	1642	0.602632150832062	1	1	0	-6.92041663948392
1	13716842	16775582	0.498915145211651	182	0.0916411025483627	0.872634234965791	7944	0.439653161856339	2	1	1	-7.02007188954186
1	16801091	17251055	0.498666657811023	159	0.110319179257269	0.996037472673148	2905	1.72682499288041	2	1	1	-6.73330746236823
1	17256173	57535198	0.481783542404955	1202	0.0843498326245697	1.01309093340659	109344	0.624521009196333	2	1	1	-6.81200425752705
1	57536582	59125683	0.170092469639878	9	0.120751581540137	1.4525898858672	394	2.58108765440237	5	5	0	-6.74265101001576
1	59127086	120612373	0.496794081235115	973	0.0770645824531379	1.16484876931919	80793	0.857803329384194	2	1	1	-7.29336290666115
1	142713407	146398387	0.399046980889852	281	0.107212372094109	1.28504625703268	8079	1.33836195171476	3	2	1	-6.74680475430763
1	146398422	146496496	0.06074272299369	10	0.0490610730507282	1.40095519451692	234	1.38301557912095	20	20	0	-6.78188779873952
1	146498689	214625431	0.408629968523015	1828	0.0855123495008646	1.36151061689703	175437	0.972490532319039	3	2	1	-7.00256104084887
1	214656254	215749402	0.31359744908702	29	0.0905741674151944	1.53535995453145	1377	1.4417311272381	5	4	1	-6.73689376868708
1	215848062	228696244	0.406132637485844	295	0.0869595727957459	1.28264193150191	25179	0.95803892726948	3	2	1	-6.7427338809321
1	228699477	248604542	0.404044030866807	449	0.0928354957299182	1.35142311450075	34741	0.898306408289051	3	2	1	-6.81876728872081
1	248604765	248814126	0.230112009931667	22	0.112265272199338	1.2675298667155	651	0.519745320712421	3	3	0	-6.74333655583612
2	231288	3751772	0.499172587933912	61	0.0888876216895102	0.852363035660007	3137	0.425948956936557	2	1	1	-7.17242761259741
2	3756073	85826721	0.498933990237192	1075	0.075423894693216	1.10258519730715	103733	0.767109890166949	2	1	1	-6.98305200601716
2	85828014	92075727	0.498812345578734	150	0.112624832854	1.07152358121294	8461	0.569929451663808	2	1	1	-6.74164125622982
2	95515138	225811581	0.498936106980715	1847	0.0885631846280739	1.06882708090485	184615	0.905534225037865	2	1	1	-6.79077251557515
2	226378241	226857891	0.00351704912718293	9	0.221069622014825	1.42564204238533	190	2.41272568521169	18	18	0	-6.84880085070402
2	227773466	238536392	0.499081429052746	366	0.0678745407530049	1.0029365384547	20714	0.747202002415676	2	1	1	-6.75060883882278
2	238632377	243036909	0.498890790427989	251	0.09074649949896	0.795019621343979	11321	0.42032373477258	0	0	0	-7.58362811541496
3	361508	90276661	0.498933193695786	1243	0.0829754272601257	1.0032572103092	126770	0.774192098598665	2	1	1	-6.86432619546089
