chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	14907	12837463	0.498902147964115	588	0.118792789594903	0.93612412468152	46164	0.473218276467009	2	1	1	-7.06809370457424
1	12853805	13413961	0.486220126136233	54	0.154013390289739	0.449145153261665	1330	0.282976330204767	0	0	0	-7.35813163641725
1	13719052	16893884	0.49885823222545	237	0.124587220763154	0.981126787021074	10289	0.578751175667286	2	1	1	-6.74999672246929
1	16894181	17275622	0.335915369479804	189	0.130928812683721	0.803595856260967	3147	0.443378126461048	2	2	0	-6.81151021213029
1	17280022	121280118	0.498930895473277	2285	0.112938421454629	1.02216290612104	215616	0.55543349977661	2	1	1	-6.77049266153163
1	142713546	149885583	0.498757694682037	402	0.135929707564035	1.00513840167449	13147	0.921349218396737	2	1	1	-6.73777264482384
1	149906413	161480649	0.498894454877206	529	0.112526052783946	0.958359592879153	67301	0.509622535065567	2	1	1	-6.89188776035365
1	161483484	161599975	0.456795541571826	12	0.176911444205594	0.854536445786168	551	0.342635438306616	2	1	1	-6.79064268130306
1	161600345	248513088	0.498929428000322	2025	0.109985247539072	1.05954083666099	160869	0.542245252239886	2	1	1	-6.81980121703993
1	248525146	248814052	0.498601068807556	54	0.128070631499538	0.78502070676554	761	0.334779678890287	0	0	0	-6.7691716376077
2	224919	87073743	0.498921875499691	1258	0.108540413852356	1.06940432981013	128752	0.552074299931723	2	1	1	-6.89850595285452
2	87085598	92150176	0.498680078733233	140	0.129042834694618	0.898515826700287	4696	0.48814910931369	2	1	1	-6.9817203302107
2	96518022	166226978	0.490108415706717	1079	0.125776221786226	0.99673627221882	97373	0.554647076495432	2	1	1	-6.93505321067152
2	166234076	243031377	0.473214548664979	1572	0.100139074675181	1.05333293260222	152363	0.573365940769693	2	1	1	-6.81310015545951
3	386247	90276511	0.498909607476071	1334	0.110269399902144	1.01269403432655	146923	0.528026300598609	2	1	1	-6.83327404338722
3	93593119	122873777	0.479176549842859	447	0.0919041581429581	1.13002371978986	39816	0.749057155711522	2	1	1	-6.99013978741802
3	123009824	195028183	0.49892299490999	1277	0.106525665000185	1.0635184982097	104806	0.565268630986004	2	1	1	-6.8232781707761
3	195053916	197942151	0.484282322384467	234	0.136642103239384	0.974282036714991	11234	0.526055431245476	2	1	1	-6.7646398649973
4	60210	8965572	0.498900177797206	531	0.118570301802178	0.99072154979482	30527	0.493750398900165	2	1	1	-6.77691526847706
4	9002492	9385659	0.497943405400781	9	0.172640361574125	1.83879218327198	225	2.75825951280876	6	3	3	-6.73317052756044
4	9385855	49553059	0.498900398341611	315	0.0975238073171396	1.12742728869506	35589	0.566755446241526	2	1	1	-7.22468575419646
4	52904256	190947451	0.498924102602219	1592	0.094133335329811	1.10085356712639	143852	0.555681003318843	2	1	1	-7.58303532486043
5	161707	1881733	0.498754040537551	143	0.154719350170071	0.938458604217082	7270	0.472857126834019	2	1	1	-6.7780399538613
5	2787631	44809162	0.498898511604193	496	0.100951037107723	1.10927467800801	39468	0.58496517798146	2	1	1	-7.05710214682936
5	49698180	175957241	0.498928195539505	1819	0.0996518934028949	1.05202035329665	168419	0.572825146048967	2	1	1	-6.78562256636277
5	175957271	175957421	0.268851850210707	10	0.135007366054186	0.537432376607456	13	0.486696938819642	7	6	1	-6.73381434175344
5	175992258	180666276	0.498870434085509	238	0.110443748564567	0.965224669400239	18868	0.486550533585227	2	1	1	-6.79215334037359
6	335251	32489888	0.498906391146624	1179	0.101856888620784	1.02669536522952	65854	0.576505112903996	2	1	1	-6.73802706842009
6	32489955	32498011	0.0326425997756066	13	0.0482069523659218	1.25062954939002	19	0.789289568784368	20	20	0	-7.24013447234183
6	32546758	32727093	0.498635712186442	187	0.137518100595848	0.953826087606511	627	0.555186220038894	2	1	1	-6.73549661946055
6	32729335	44217654	0.498862132727222	558	0.129964003197975	1.00207096730808	44874	0.508423492762798	2	1	1	-6.762843073188
6	44217667	58778718	0.49889140466849	246	0.0790041095641479	1.12645050119084	22018	0.577025629210227	2	1	1	-6.91076906505473
6	63902995	170893364	0.498923389577406	1535	0.100492432730499	1.09552404345088	126799	0.587325042454084	2	1	1	-7.26061435521657
7	31439	6776650	0.472045893306114	317	0.127767676756428	1.04482811338418	21181	0.544950985137883	2	1	1	-6.76255044627895
7	6861880	6968037	0.498340764350577	22	0.171900989573796	0.864005420250497	329	0.479374653383727	2	1	1	-6.74222645339021
7	6969385	56174140	0.498892400282355	851	0.101073814237506	1.04699686906868	58485	0.554851622727052	2	1	1	-6.74338243585107
7	56441204	57218122	0.470859863785039	82	0.130239691129233	0.78458729171031	1737	0.437380986583998	0	0	0	-6.81914658227134
